class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
312,Cordilleran Flycatcher,Cordilleran Flycatcher,"[""slim body"", ""small upright posture"", ""large head"", ""greenish brown brownish upperparts"", ""pale gray underparts"", ""olive-tinged brownish breast"", ""strongly contrasting pale weak wingbars"", ""teardrop-shaped eyering""]","A bird with slim body, small upright posture, large head, greenish brown brownish upperparts, pale gray underparts, olive-tinged brownish breast, strongly contrasting pale weak wingbars, and teardrop-shaped eyering."
313,Snow Goose (White morph),Snow Goose,"[""medium-sized white dark brown body"", ""hefty pink bill"", ""long thick neck"", ""black wingtips"", ""dark line"", ""dark patches"", ""blue white face"", ""white undertail""]","A bird with medium-sized white dark brown body, hefty pink bill, long thick neck, black wingtips, dark line, dark patches, blue white face, and white undertail."
314,Wood Duck (Breeding male),Wood Duck,"[""compact body"", ""glossy green crest"", ""white throat"", ""chestnut breast"", ""buff side"", ""red white bill"", ""red eye""]","A bird with compact body, glossy green crest, white throat, chestnut breast, buff side, red white bill, and red eye."
315,Gadwall (Breeding male),Gadwall,"[""large body"", ""square head"", ""square forehead"", ""gray-brown black patches"", ""brown buff plumage"", ""dark bill""]","A bird with large body, square head, square forehead, gray-brown black patches, brown buff plumage, and dark bill."
316,American Wigeon (Breeding male),American Wigeon,"[""medium-sized compact body"", ""short pale gray bill"", ""round brownish-gray warm brown head"", ""wide green stripes"", ""brownish-gray eye"", ""gleaming white cap"", ""white patches""]","A bird with medium-sized compact body, short pale gray bill, round brownish-gray warm brown head, wide green stripes, brownish-gray eye, gleaming white cap, and white patches."
317,Mallard (Breeding male),Mallard,"[""large hefty gray body"", ""rounded dark iridescent green head"", ""wide flat bright yellow brown mottled orange-brown bill"", ""brown breast"", ""black rear"", ""white-bordered blue speculum""]","A bird with large hefty gray body, rounded dark iridescent green head, wide flat bright yellow brown mottled orange-brown bill, brown breast, black rear, and white-bordered blue speculum."
318,Blue-winged Teal  (Male),Blue-winged Teal,"[""small dabbling-duck brown body"", ""large side"", ""brown breast"", ""slaty-blue head"", ""brown bill"", ""small white flank"", ""brown patches"", ""black rear"", ""patterned brown plumage""]","A bird with small dabbling-duck brown body, large side, brown breast, slaty-blue head, brown bill, small white flank, brown patches, black rear, and patterned brown plumage."
319,Cinnamon Teal (Male),Cinnamon Teal,"[""small body"", ""long dark bill"", ""red eye"", ""vivid rusty rich brownish plumage"", ""brownish back"", ""white underwing feathers"", ""sky-blue patches""]","A bird with small body, long dark bill, red eye, vivid rusty rich brownish plumage, brownish back, white underwing feathers, and sky-blue patches."
320,Northern Shoveler (Breeding male),Northern Shoveler,"[""shovel-shaped large orange bill"", ""medium-sized body"", ""bold white blue-green rust mottled brown plumage"", ""white chest"", ""white side"", ""powdery-blue wings""]","A bird with shovel-shaped large orange bill, medium-sized body, bold white blue-green rust mottled brown plumage, white chest, white side, and powdery-blue wings."
321,Northern Pintail (Breeding male),Northern Pintail,"[""long-necked slender profile"", ""gleaming white breast"", ""white line"", ""brown head"", ""brown neck""]","A bird with long-necked slender profile, gleaming white breast, white line, brown head, and brown neck."
322,Green-winged Teal (Male),Green-winged Teal,"[""small grayish body"", ""grayish stripes"", ""grayish shoulder"", ""dark head"", ""dark eye"", ""dark back"", ""dark neck"", ""green wings""]","A bird with small grayish body, grayish stripes, grayish shoulder, dark head, dark eye, dark back, dark neck, and green wings."
323,Canvasback (Breeding male),Canvasback,"[""large chestnut brown head"", ""sloping forehead"", ""large chestnut brown neck"", ""long bill"", ""short tail"", ""black chest"", ""whitish brown body"", ""black rear"", ""pale brown black grayish plumage"", ""red dark eye""]","A bird with large chestnut brown head, sloping forehead, large chestnut brown neck, long bill, short tail, black chest, whitish brown body, black rear, pale brown black grayish plumage, and red dark eye."
324,Redhead (Breeding male),Redhead,"[""medium-sized diving gray body"", ""smoothly rounded cinnamon head"", ""moderately large black-tipped gray bill"", ""black breast"", ""black tail"", ""plain uniform brown plumage""]","A bird with medium-sized diving gray body, smoothly rounded cinnamon head, moderately large black-tipped gray bill, black breast, black tail, and plain uniform brown plumage."
325,Ring-necked Duck (Breeding male),Ring-necked Duck,"[""compact diving body"", ""shape-a sloping forehead"", ""bold black rich brown prominent white ring plumage"", ""gray dark head"", ""black back"", ""gray side"", ""gray chest"", ""pale cheek"", ""white patches"", ""pale bill"", ""whitish eyering""]","A bird with compact diving body, shape-a sloping forehead, bold black rich brown prominent white ring plumage, gray dark head, black back, gray side, gray chest, pale cheek, white patches, pale bill, and whitish eyering."
326,Greater Scaup (Breeding male),Greater Scaup,"[""medium-sized diving mottled brown gray body"", ""rounded brown blackish head"", ""black brown plumage"", ""bluish brown bill"", ""yellow eye"", ""white patches""]","A bird with medium-sized diving mottled brown gray body, rounded brown blackish head, black brown plumage, bluish brown bill, yellow eye, and white patches."
327,Lesser Scaup (Breeding male),Lesser Scaup,"[""medium-sized diving mottled brown gray body"", ""small crest"", ""black finely barred brown plumage"", ""white back"", ""bluish brown bill"", ""yellow eye"", ""brown head"", ""white patches""]","A bird with medium-sized diving mottled brown gray body, small crest, black finely barred brown plumage, white back, bluish brown bill, yellow eye, brown head, and white patches."
328,Harlequin Duck (Male),Harlequin Duck,"[""small compact body"", ""large rounded head"", ""small white bill"", ""small forehead"", ""spectacular slate blue plumage"", ""white stripes"", ""chestnut side"", ""chestnut highlights brow"", ""white eye"", ""white spots"", ""white rear"", ""white cheek""]","A bird with small compact body, large rounded head, small white bill, small forehead, spectacular slate blue plumage, white stripes, chestnut side, chestnut highlights brow, white eye, white spots, white rear, and white cheek."
329,Surf Scoter (Male),Surf Scoter,"[""medium-sized seabird body"", ""large head"", ""broad orange white black dark brown gray bill"", ""jet black plumage"", ""white two patches"", ""white black nape"", ""white face""]","A bird with medium-sized seabird body, large head, broad orange white black dark brown gray bill, jet black plumage, white two patches, white black nape, and white face."
330,White-winged Scoter (Male),White-winged Scoter,"[""stocky body"", ""thick neck"", ""heavy head"", ""sloping forehead"", ""heavy bill"", ""silken black bright orange-red plumage"", ""large white patches"", ""comma-shaped white mark"", ""large white wings"", ""large white belly""]","A bird with stocky body, thick neck, heavy head, sloping forehead, heavy bill, silken black bright orange-red plumage, large white patches, comma-shaped white mark, large white wings, and large white belly."
331,Black Scoter (Male),Black Scoter,"[""stocky medium-sized seaduck body"", ""short tail"", ""rounded head"", ""broad bill"", ""silky black rich brown plumage"", ""blackish cap"", ""contrasting pale cheek""]","A bird with stocky medium-sized seaduck body, short tail, rounded head, broad bill, silky black rich brown plumage, blackish cap, and contrasting pale cheek."
332,Bufflehead (Breeding male),Bufflehead,"[""small compact white body"", ""large rounded dark head"", ""short wide bill"", ""black back"", ""large white patches"", ""gray-brown plumage"", ""white cheek""]","A bird with small compact white body, large rounded dark head, short wide bill, black back, large white patches, gray-brown plumage, and white cheek."
333,Common Goldeneye (Breeding male),Common Goldeneye,"[""medium-sized narrow black body"", ""large white brown head"", ""short tail"", ""black plumage"", ""round white spots"", ""white bill"", ""bright yellow eye"", ""black side"", ""gray back"", ""gray wings"", ""variable amounts yellow tip""]","A bird with medium-sized narrow black body, large white brown head, short tail, black plumage, round white spots, white bill, bright yellow eye, black side, gray back, gray wings, and variable amounts yellow tip."
334,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,"[""small stocky diving large oddly shaped body"", ""white underparts"", ""black-and-white upperparts"", ""yellow bill""]","A bird with small stocky diving large oddly shaped body, white underparts, black-and-white upperparts, and yellow bill."
335,Hooded Merganser (Breeding male),Hooded Merganser,"[""small thin bill"", ""small thin crest"", ""black upperparts"", ""white breast"", ""rich chestnut flank"", ""black head"", ""large white patches""]","A bird with small thin bill, small thin crest, black upperparts, white breast, rich chestnut flank, black head, and large white patches."
336,Common Merganser (Breeding male),Common Merganser,"[""large long gleaming white gray body"", ""thin pointed wings"", ""straight narrow bill"", ""shaggy crests"", ""dark iridescent green rusty cinnamon head"", ""white chest""]","A bird with large long gleaming white gray body, thin pointed wings, straight narrow bill, shaggy crests, dark iridescent green rusty cinnamon head, and white chest."
337,Red-breasted Merganser (Breeding male),Red-breasted Merganser,"[""large slim long body"", ""long white neck"", ""long bill"", ""shaggy crest"", ""cinnamon chest"", ""cinnamon bands"", ""shaggy green brown head"", ""brownish-gray plumage"", ""brownish chin"", ""brownish breast""]","A bird with large slim long body, long white neck, long bill, shaggy crest, cinnamon chest, cinnamon bands, shaggy green brown head, brownish-gray plumage, brownish chin, and brownish breast."
338,California Quail (Male),California Quail,"[""plump body"", ""small head"", ""small bill"", ""broad wings"", ""rich gray plainer brown plumage"", ""brown black face"", ""bold white stripes"", ""pattern white""]","A bird with plump body, small head, small bill, broad wings, rich gray plainer brown plumage, brown black face, bold white stripes, and pattern white."
339,Gambel's Quail (Male),Gambel's Quail,"[""plump broad fuller neither strongly scaled california body"", ""volleyball-sized short neck"", ""small bill"", ""square tail"", ""small strong head"", ""richly patterned gray chestnut cream plumage"", ""bright rufous crest"", ""chestnut flank"", ""white creamy belly"", ""black patches""]","A bird with plump broad fuller neither strongly scaled california body, volleyball-sized short neck, small bill, square tail, small strong head, richly patterned gray chestnut cream plumage, bright rufous crest, chestnut flank, white creamy belly, and black patches."
340,Ring-necked Pheasant (Male),Ring-necked Pheasant,"[""pointed long buff cinnamon tail"", ""long legs"", ""small head"", ""long iridescent green neck"", ""plump body"", ""red face"", ""bold white ring plumage"", ""thin black bars"", ""buff cinnamon underparts"", ""buff cinnamon side""]","A bird with pointed long buff cinnamon tail, long legs, small head, long iridescent green neck, plump body, red face, bold white ring plumage, thin black bars, buff cinnamon underparts, and buff cinnamon side."
